Coluna ID,Matrícula do Usuário Cadastrante,Origem,UGB/DESC_GG (Nível 2),GERENCIA/AREA FABRICA (Nível 3),DEPARTAMENTO (Nível 5),Descrição,Nível do Acidente,Momento
62177,221292,DD13,MINERAÇÃO,ITAMARATI,TERCEIROS GESTÃO LOGÍSTICA,"AO PASSAR PELA PORTARIA SECUNDÁRIA A CARRETA BI-TREM, CONDUZIDA PELO MOTORISTA GILIARD TEIXEIRA DA SILVA FOI ATINGIDA PELO TELHADO DE ESTRUTURA METÁLICA DO REFERIDO PRÉDIO, ARRANCADA PELO VENTO EM MEIO A UMA TEMPESTADE, QUE AMASSOU A CABINE DO CAVALO MECÂNICO PRESSIONANDO A COLUNA CERVICAL E OCASIONANDO A FRATURA NAS VÉRTEBRAS C-5, C-6, C-7 DO MOTORISTA.",5,2018-01-21 17:00:00
255804,253413,DD13,MINERAÇÃO,BARRO ALTO,TERCEIROS BARRO ALTO,"O MOTORISTA, AO REALIZAR A MANOBRA NO PÁTIO DA LEMOS EM BRASÍLIA, CAIU NA CAIXA DE DRENAGEM DO PÁTIO.",1,2019-01-03 13:30:00
227249,430,DD13,METALEX,OUTROS,TERCEIROS METALEX,Ao utilizar o ralador de alimentos a mão veio a escorregar e encostar próximo da lâmina.,1,2019-01-14 11:00:00
163999,430,DD13,METALEX,OUTROS,TERCEIROS METALEX,"Ao sair do local estacionado, o para-choque traseiro colidiu com o muro da rampa, danificando o mesmo.",1,2019-01-27 14:30:00
166364,143147,DD13,METALEX,OUTROS,FUNDIÇÃO,Ao iniciar a partida B no enchimento da mesa de metal houve pequena projeção de metal molde 60,1,2019-01-02 17:20:00
169296,143147,DD13,METALEX,OUTROS,FUNDIÇÃO,"Durante serviço de solda ao lado do poço 01 , veio a causar um principio de incêndio sobre a chaparia.",1,2019-01-02 16:00:00
233607,143147,DD13,METALEX,OUTROS,FUNDIÇÃO,"Ao realizar o carregamento de sucata no carro alimentador do forno de fusão A com a empilhadeira 180, a mesma veio a colidir com a empilhadeira 182 que estava estacionada no local.",1,2019-01-19 21:30:00
249831,143147,DD13,METALEX,OUTROS,FUNDIÇÃO,Ao dar inicio a partida de vazamento poço 2 molde n 57 veio a ter uma pequena projeção de metal.,1,2019-01-28 21:10:00
187804,430,DD13,METALEX,OUTROS,FUNDIÇÃO,"Durante a partida do vazamento C-8036 durante o procedimento de partida da maquina de vazamento 01, notou-se que o platen não desceu vindo a travar a mesa sendo necessário abortar a partida.",1,2019-01-17 01:30:00
173461,430,DD13,METALEX,OUTROS,FUNDIÇÃO,Ao iniciar vazamento forno A teve uma pequena projeção no molde n°14,1,2019-01-06 15:10:00
189385,430,DD13,METALEX,OUTROS,FUNDIÇÃO,"Placa de vedação trapezoidal do telhado da Fundição 1, veio a cair próximo do carro alimentador do forno de fusão A. ",4,2019-01-18 17:05:00
270537,143147,DD13,METALEX,OUTROS,FUNDIÇÃO,"Ao fazer o abastecimento do forno B usando o carro alimentador, ao descarregar o material veio a projetar metal para fora do forno",1,2019-01-16 01:40:00
210709,430,DD13,METALEX,OUTROS,TRATAMENTO TÉRMICO / EMBALAGEM,"Ao movimentar os tarugos para a serra, o mesmo veio a encostar na coluna de acesso ao tratamento térmico.",1,2019-01-02 23:00:00
185598,401,DD13,METALEX,OUTROS,TRATAMENTO TÉRMICO / EMBALAGEM,"Ao retirar o amarrado de tarugo da balança, o contra-peso da empilhadeira frota 225 encostou no cavalete no momento em que o operador esterçou para a direita.",1,2019-01-16 00:35:00
241194,430,DD13,METALEX,OUTROS,TRATAMENTO TÉRMICO / EMBALAGEM,"Empregado sofreu uma picada de abelha no braço direito, no momento em que estava em horário de descanso após o almoço.",1,2019-01-26 13:15:00
231854,430,DD13,METALEX,OUTROS,TRATAMENTO TÉRMICO / EMBALAGEM,"Ao movimentar com a Empilhadeira na plataforma de saída de tarugos da serra CNC, a lança do equipamento encostou e deslocou a proteção da corrente da plataforma.",1,2019-01-19 00:20:00
231936,430,DD13,METALEX,OUTROS,PÁTIO GERAL,"Ao descarregar os big bags de sucata de alumínio com a empilhadeira, um pequeno pedaço de perfil veio a cair na mão esquerda do empregado.",2,2019-01-19 10:30:00
246703,430,DD13,METALEX,OUTROS,PÁTIO GERAL,"Ao carregar o amarrado de tarugo no caminhão, a torre da empilhadeira encostou no rodo ar, vindo a danificar o equipamento.",1,2019-01-28 11:50:00
254428,430,DD13,METALEX,OUTROS,PÁTIO GERAL,"Ao sair do Pátio de sucata com destino a balança rodoviária, a carreta esbarrou na caçamba de um outro veículo que estava próximo ao local.",1,2019-01-03 18:25:00
185301,401,DD13,METALEX,OUTROS,PÁTIO GERAL,"Ao posicionar uma das travessas do caminhão sider, o motorista prensou a mão direita no encaixe da viga.",3,2019-01-15 14:45:00
187740,143147,DD13,METALEX,OUTROS,PÁTIO GERAL,"Ao passar pelo corredor de segregação de sucata o perfil veio a enroscar na calça do empregado, ocasionando um rasgo no tecido.",2,2019-01-17 14:02:00
176163,143147,DD13,METALEX,OUTROS,PÁTIO GERAL,"Ao colocar sucata na caixa de prensagem, o braço da sucateira encostou com o Guarda Corpo.",1,2019-01-07 17:30:00
172238,21,DD13,METALEX,OUTROS,PÁTIO GERAL,"Após estacionar o caminhão na rampa de acesso, o motorista  desceu da cabine, andou aproximadamente 3 metros para verificar se havia vaga disponível à frente e ao retornar para o veículo percebeu que o mesmo estava descendo, no intuito de parar o caminhão, o motorista subiu rapidamente na cabine e parou o veículo.
",5,2019-01-04 06:59:00
172541,547,DD13,METALEX,OUTROS,PÁTIO GERAL,"O caminhão ao entrar na balança  para pesagem veio a encostar com o guarda corpo da chaminé do forno B

",1,2019-01-04 16:20:00
216276,401,DD13,METALEX,OUTROS,PÁTIO GERAL,"Ao realizar manobra de marcha-ré, a roda dianteira direita da carreta encostou no amarrado de tarugo, ocasionando deformação na matéria prima.",1,2019-01-06 16:00:00
269689,143147,DD13,METALEX,OUTROS,PÁTIO GERAL,"Ao retirar os prensados de alumínio, um perfil encostou no acrílico do teto da empilhadeira.",1,2019-01-14 14:20:00
312846,143147,DD13,METALEX,OUTROS,PÁTIO GERAL,"Ao realizar descarregamento de sucata, um amarrado de perfil veio a cair ao oposto de onde o empilhadeirista estava descarregando, em um local restrito a passagem de pessoas, encostando entre a guarda do veículo e a escada do trava quedas, causando um pequeno amassado na escada.",1,2020-02-17 16:00:00
307000,143147,DD13,METALEX,OUTROS,PÁTIO GERAL,"Ao movimentar a Pá carregadeira, tinha um prensado de alumínio embaixo do equipamento, vindo a danificar a conexão do freio do mesmo.",1,2020-02-13 17:00:00
354300,430,DD13,METALEX,OUTROS,PÁTIO GERAL,"Ao realizar a curva da rua do pátio de sucata para descarregar o material, a roda traseira da carreta colidiu com a viga de sinalização.",1,2020-02-12 17:35:00
408093,430,DD13,METALEX,OUTROS,PÁTIO GERAL,"Ao realizar atividade de descarregamento de sucata, a mangueira de retorno da empilhadeira frota 191 estava desrrosqueada, vindo a ocorrer derramamento de óleo hidráulico no piso.",1,2020-02-22 10:30:00
244793,143147,DD13,METALEX,OUTROS,ADMINISTRAÇÃO,"Ao realizar a manobra com o caminhão de marcha ré próximo a portaria, veio a encostar o pneu e para lama com no pedestal e na guia da calçada.",1,2019-01-27 12:15:00
244855,547,DD13,METALEX,OUTROS,ADMINISTRAÇÃO,Ao puxar a gaveta do armário de arquivos as corrediças vieram a se soltar ocasionando a queda das pastas suspensas.,1,2019-01-27 13:15:00
185725,221292,DD13,DHO,COMPENSAÇÃO E ADM PESSOAL,4RH003 - FCA-DHO- COMPENSAÇÃO,"Em caminho para São Paulo (Vara do Trabalho Zona Sul) na Rodovia Castelo Branco, km 28 em momento de congestionamento o veículo que transitava atrás do carro do DHO não observou que novamente o transito havia parado e causou a colisão. Quando questionado o mesmo apenas disse que não percebeu a parada, porém o transito por alguns quilômetros andava e parava.",1,2019-01-14 15:15:00
397953,231661,DD13,DHO,SSMA,3SI001 - FCA-SEG. INDL/RAD.,"OS EMPREGADOS FORAM RETIRAR UM ENXAME DE ABELHA PRESENTE EM UMA ÁRVORE, FAZENDO USO DE FOGO CONTROLADO PARA OBTER FUMAÇA. NESTE MOMENTO, UM FORTE VENTO LEVOU AS BRASAS INICIANDO UM INCÊNDIO NA VEGETAÇÃO PRÓXIMA, OS EMPREGADOS INICIARAM O COMBATE DO MESMO, O CALOR PRESENTE ERA GRANDE ESQUENTANDO A LUVA GERANDO QUEIMADURA NA MÃO DIREITA.",3,2020-02-12 10:30:00
185738,254089,DD13,ENGENHARIA E TECNOLOGIA,ENGENHARIA E TECNOLOGIA,3OC001 - FCA-ENGENHARIA- OBRA,"Ao realizar manobra para saída do equipamento do local que estava estacionado, o mesmo não visualizou o guarda corpo causando um pequeno amassado.",1,2019-01-16 13:40:00
242264,231661,DD13,ENGENHARIA E TECNOLOGIA,ENGENHARIA E TECNOLOGIA,3OC001 - FCA-ENGENHARIA- OBRA,"POR VOLTA DAS 13:30 O EMPREGADO REALIZAVA A ATIVIDADE DE ALINHAMENTO DE VERGALHÃO PARA COLOCAÇÃO DE FORMA NO CANAL DE CINTURA (BARRAGEM DO JACUBA - NIQUELÂNDIA), AO BATER COM UMA MARRETA NO VERGALHÃO, ESBARROU O DEDO MÉDIO DIREITO SOBRE O ARAME DA AMARRAÇÃO DAS FERRAGENS, CAUSANDO A ESCORIAÇÕES.",4,2019-01-26 13:30:00
253098,254100,DD13,ENGENHARIA E TECNOLOGIA,ENGENHARIA E TECNOLOGIA,3OC001 - FCA-ENGENHARIA- OBRA,"Durante a realização de atividade de concretagem do piso do canal de emboque (Barragem do Jacuba - Niquelândia), a armação da parede esquerda veio a cair, atingindo o empregado. ",4,2019-01-29 13:40:00
253104,254100,DD13,ENGENHARIA E TECNOLOGIA,ENGENHARIA E TECNOLOGIA,3OC001 - FCA-ENGENHARIA- OBRA,"Durante a realização de atividade de concretagem do piso do canal de emboque (Barragem do Jacuba - Niquelândia), a armação da parede esquerda veio a cair, atingindo o empregado.",4,2019-01-29 13:40:00
253106,254100,DD13,ENGENHARIA E TECNOLOGIA,ENGENHARIA E TECNOLOGIA,3OC001 - FCA-ENGENHARIA- OBRA,"Durante a realização de atividade de concretagem do piso do canal de emboque (Barragem do Jacuba - Niquelândia), a armação da parede esquerda veio a cair, atingindo o empregado.",4,2019-01-29 13:40:00
178191,3177,DD13,ENGENHARIA E TECNOLOGIA,TECNOLOGIA ALUMINA,4TP004 - FCA-ALU-GER TECN ALUMINA,"A EMPREGADA AO SUBIR A ESCADA PRÓXIMO AO AMBULATÓRIO, DESEQUILIBROU-SE NO ÚLTIMO LANCE  CAINDO NO LOCAL, SEM SOFRER LESÃO",4,2019-01-09 08:40:00
168700,221292,DD13,FINANCEIRO,PLANEJ FINANCEIRO E CAPEX,4GI001 - EC-GESTÃO DE INVEST.,"Após a abertura do semáforo o veículo Ônix placa DTA 3177 foi atingido por uma bicicleta que cruzou a via sem visualizar, causando danos no para-choque e pneu do veículo.",1,2019-01-30 19:00:00
216521,239817,DD13,FINANCEIRO,TRIBUTÁRIO,4CO002 - FCA-CONTROLAD. ALUM.,ESTAVA SENTADA PRÓXIMA DA ÁRVORE QUANDO EM DETERMINADO MOMENTO CAIU UM GALHO SECO AO LADO.,1,2019-01-05 12:30:00
259730,239817,DD13,FINANCEIRO,TRIBUTÁRIO,4CO002 - FCA-CONTROLAD. ALUM.,"Ao retirar o grampo de uma pilha de papel com extrator, esbarrou o dedo no grampo ocasionando um leve arranhão no dedo indicador direito.",1,2019-01-06 13:00:00
347786,4070,DD13,NIQUELÂNDIA,MANUTENÇÃO,2NN027 - ENG. DE MANUTENÇÃO,Ao transitar pela estrada da fazenda o carro Ônix placa QOS-3795 o mesmo colidiu o parapeito com uma pedra que estava na pista.,1,2020-02-11 10:00:00
393523,3510,DD13,NIQUELÂNDIA,PRODUÇÃO,1NN316 - PRECIPITAÇÃO CBNI,"O funcionário estava fechando a porteira de acesso ao dique 1 da barragem do Jacuba, quando foi atingido no lado direito do pescoço por marimbondo. ",1,2020-02-09 16:40:00
161462,221292,DD13,SMP,MANUTENÇÃO,2NS044 - ENG. DE MANUTENÇÃO,"Ao manobrar o cesto da plataforma E450AJ 116337, para pintura da tubulação de incêndio, o operador ouvi-o um ruído.
Onde parou a plataforma de imediato e constatou que a mangueira estava solda do bloco hidráulico.
",1,2019-01-25 10:30:00
212931,203558,DD13,SMP,MANUTENÇÃO,2NS031 - MANUT. MECANICA,AO CONDUZIR A PLATAFORMA ELEVATÓRIA FOI VISUALIZADO VAZAMENTO DE ÓLEO,1,2019-01-04 04:20:00
212966,203558,DD13,SMP,MANUTENÇÃO,2NS031 - MANUT. MECANICA,AO REALIZAR CORTE NA ESTRUTURA DO TANQUE NA PARTE SUPERIOR HOUVE A PROJEÇÃO DE FAGULHAS DO MAÇARICO SOBRE O CAPIM. PRINCÍPIO DE INCÊNDIO EM ÁREA DE APROXIMADAMENTE 1M²,1,2019-01-05 14:00:00
366096,254227,DD13,SMP,MANUTENÇÃO,2NS031 - MANUT. MECANICA,Vazamento de óleo Plataforma elevatória,1,2020-02-19 11:00:00
241263,247195,DD13,SMP,PRODUÇÃO,1NS013 - PURIFICAÇÃO NIQUEL,"Operador fazia a transferência da caixa grande da Piscina I para a caixa da Bomba, quando houve a necessidade de realizar um bloqueio de fonte de energia no prédio da manutenção, o mesmo deixou a transferência sendo realizada e foi efetuar o bloqueio, quando retornou para a área da piscina, viu que a mesma já ultrapassa o seu limite e estava atingindo uma canaleta que esta sendo desativada, solução contaminou parte do aterro da canaleta. ",1,2019-01-26 13:30:00
103324,196734,DD13,ALUMINA,AREA TÉCNICA,3ES001 - FCA - SUSTAINING ALUMINA,"Motorista da empresa Guindaste MS que realiza transporte de materiais para reforma da empilhadeira ao passar pelo portão do pátio B3, não observou quando o calço do portão escorregou, vindo a fechar e colidir com a carroceria do caminhão munck.  ",1,2019-01-10 15:00:00
388878,197014,DD13,FUNDIÇÃO,ETA,3AG001 - FCA-ETA INDUSTRIAL,"Ao manobrar o veículo Ônix GHL-0602 na Chácara Patuscada, houve abalroamento com a estrutura da calçada provocando amassado na parte inferior do veículo próximo a porta do lado direito.",1,2020-02-05 18:20:00
388900,140519,DD13,FUNDIÇÃO,ETA,3AG001 - FCA-ETA INDUSTRIAL,Vazamento de Água com volume de perda acima de 30m³,2,2020-02-05 19:00:00
395392,221292,DD13,ALUMINA,ÓXIDO,3AB001 - FCA - PROD BRANCA,"Vazamento na linha de recalque dos hidros 1000m³ vindo atingir a rede de drenagem industrial. (Vazamento de até 1000 L, sem impacto a estação de tratamento).",2,2020-02-10 20:30:00
438505,216314,DD13,ALUMINA,ÓXIDO,3AB001 - FCA - PROD BRANCA,"Foi identificado que o guarda corpo foi danificado, próximo ao vestiário masculino da Alumina.",1,2020-02-14 10:00:00
427582,216314,DD13,ALUMINA,ÓXIDO,3AB001 - FCA - PROD BRANCA,Projeção de material cáustico oriundo de uma trinca no cone do ciclone da bateria H3CP10E.,3,2020-02-03 14:10:00
339973,219375,DD13,ALUMINA,ÓXIDO,3AB001 - FCA - PROD BRANCA,Transbordo de licor caustico proveniente do H1TQ03D atingindo a rede de drenagem industrial.,2,2020-02-06 14:30:00
341999,210034,DD13,ALUMINA,ÓXIDO,3AB001 - FCA - PROD BRANCA,Transbordo de licor caustico proveniente do HXTQ69E atingindo a rede de drenagem industrial.,2,2020-02-08 10:30:00
334293,142018,DD13,ALUMINA,ÓXIDO,3AB001 - FCA - PROD BRANCA,"O empregado realizava corte de papel no escritório, utilizando a guilhotina , aonde veio a ter contato involuntário com a lateral da estrutura do equipamento.",1,2020-02-03 08:30:00
314609,140250,DD13,ALUMINA,ÓXIDO,3AB001 - FCA - PROD BRANCA,VAZAMENTO DE ÓLEO DEVIDO AO ROMPIMENTO DA MANGUEIRA HIDRAULICA DA EMPILHADEIRA.,1,2020-02-18 13:00:00
62171,221292,DD13,ALUMINA,ÓXIDO,3AB001 - FCA - PROD BRANCA,"DURANTE ATIVIDADE DE INSPEÇÃO DA JANELA DE VISITA DO DUTO 134 (CALCINADOR 6),  O EMPREGADO PISOU COM O PÉ ESQUERDO NO MATERIAL PROVENIENTE DA ABERTURA DA JANELA (ÓXIDO QUENTE).",4,2018-01-07 10:50:00
232887,142018,DD13,ALUMINA,ÓXIDO,3AB001 - FCA - PROD BRANCA," Devido oscilação de energia na refinaria alumina, houve parada das bombas vácuo, bombas dos tanques de selagem e filtros da H1 que  ocasionaram o transbordo de licor cáustico do TQ HXTQ39B/ H1TQ95 / H1TQ03A-03B-03C-03D,para a rede de drenagem industrial. ESTIMA SE UM TRANSBORDO DE ATÉ 1000L.",3,2019-01-19 14:15:00
207549,142018,DD13,ALUMINA,ÓXIDO,3AB001 - FCA - PROD BRANCA,"Devido oscilação de energia na refinaria alumina, houve parada das bombas HXBC39A, HXBC39B é HXBC39D que ocasionaram o transbordo de licor cáustico do TQ HXTQ39B para a rede de drenagem industrial",3,2019-01-30 15:25:00
196775,219375,DD13,ALUMINA,ÓXIDO,3AB001 - FCA - PROD BRANCA,"Ao se deslocar pela área para realizar a lavagem de piso, houve um pequeno ricocheteamento da mangueira quando o empregado a manuseou, causando a projeção de água da hi causticiztion em sua face próximo ao canto direito da boca.",3,2019-01-24 02:00:00
236978,140524,DD13,ALUMINA,ÓXIDO,3MB001 - FCA - MOINHO BOLA,"Ao posicionar a retomadora de bauxita B3RT01 para manutenção, veio a colidir a escada da mesma na roda da plataforma elevatória que estava estacionada.",2,2019-01-21 21:30:00
236095,140524,DD13,ALUMINA,ÓXIDO,3PV001 - FCA - PROD VERMELHA,DEVIDO QUEDA DE ENERGIA HOUVE TRANSBORDAMENTO DE ALUMINATO PARA REDE PLUVIAL.,3,2019-01-21 15:15:00
259296,140524,DD13,ALUMINA,ÓXIDO,3PV001 - FCA - PROD VERMELHA,"EMPREGADO REALIZAVA A LIMPEZA DE PISO UTILIZANDO ÁGUA DA HI CAUSTICIZATION, AO PASSAR A MANGUEIRA DE UMA MÃO PARA OUTRA, A MESMA ESCAPOU, RESPINGANDO MATERIAL NO PROTETOR FACIAL E FACE.",2,2019-01-05 11:45:00
189273,231661,DD13,ALUMINA,ÓXIDO,3PV001 - FCA - PROD VERMELHA,"Ao realizar o trabalho de umectação aérea da barragem com o auxilio do helicóptero, o bag de produto (solução umectante Aerospray 70A) soltou do dispositivo, por manobra do piloto. ",4,2019-01-18 12:00:00
77632,140524,DD13,ALUMINA,ÓXIDO,3PV001 - FCA - PROD VERMELHA,Durante a manobra de bomba da área FX o empregado escorregou o pé de apoio no momento da batida para fechamento da válvula atingindo o dedo indicador da mão esquerda. ,3,2019-01-05 17:30:00
104981,140524,DD13,ALUMINA,ÓXIDO,3PV001 - FCA - PROD VERMELHA,"PARADA DA BOMBA EXBC01B VINDO A TRANSBORDAR O CLASSIFICADOR DE AREIA, SAINDO MATERIAL PARA FORA DA BACÍA DE CONTENÇÃO.",1,2019-01-12 02:55:00
100549,140524,DD13,ALUMINA,ÓXIDO,3PV001 - FCA - PROD VERMELHA,"Motorista da empresa Transtec que realiza o transporte de areia, ao passar com o caminhão pelo portão do Palmital, o mesmo comandou o portão para fechar antecipadamente, colidindo caçamba do caminhão com o mesmo.",1,2019-01-06 19:45:00
329654,216314,DD13,ALUMINA,ÓXIDO,3PV001 - FCA - PROD VERMELHA,"O EMPREGADO AO REALIZAR A RETIRADA DE MATERIAL DO PISO SUPERIOR DA FILTRAÇÃO DE SEGURANÇA, ONDE VEIO A SENTIR UM INCOMODO NA PARTE SUPERIOR DO PÉ DIREITO, DEVIDO CONTATO COM UMA PARTE METÁLICA.",2,
345022,140769,DD13,ALUMINA,ÓXIDO,3PV001 - FCA - PROD VERMELHA,Transbordo de pasta densa proveniente do MXTQ14A atingindo a rede de drenagem industrial.,1,2020-02-10 02:10:00
268917,140524,DD13,ALUMINA,ÓXIDO,3PV001 - FCA - PROD VERMELHA,"Devido furo na tubulação de saída do autoclave A2RC01B, houve vazamento de licor cáustico para fora da bacia de contenção, vindo a atingir a galeria de água pluvial.",1,2019-01-12 13:30:00
264110,140524,DD13,ALUMINA,ÓXIDO,3PV001 - FCA - PROD VERMELHA,"Desplacamento de concreto da estrutura do pátio de estocagem de hidrato (B0), vindo a cair na cobertura metálica instalada entre o Container de apoio (Ferramentas e equipamentos) da empresa terceira Novata e a lateral do pátio.",4,2019-01-09 16:30:00
435475,216314,DD13,ALUMINA,ÓXIDO,3PV001 - FCA - PROD VERMELHA,"Durante o içamento do quadro com tela montada, com auxilio de ponte rolante, uma das laterais do quadro ficou presa no suporte e a outra lateral suspensa, formando um pêndulo, onde houve a interação do empregado, vindo prensar o dedo da mão direita, gerando lesão.
",4,2020-02-10 02:50:00
435863,143653,DD13,ALUMINA,ÓXIDO,3PV001 - FCA - PROD VERMELHA,"O motorista ao manobrar o caminhão 1400, veio a colidir com estrutura metálica danificando a aba da caçamba do caminhão.",1,2020-02-10 16:20:00
380993,140524,DD13,ALUMINA,ÓXIDO,3PV001 - FCA - PROD VERMELHA,"Transbordo de material caustico da caixa do classificador de areia, atingindo a rede de drenagem industrial. ",1,2020-02-02 06:25:00
438770,216314,DD13,ALUMINA,ÓXIDO,3MO001 - FCA - MANUT OPERACIONAL,Vazamento de licor cáustico na área do trim flash.,3,2020-02-13 16:20:00
409430,142174,DD13,ALUMINA,ÓXIDO,3MO001 - FCA - MANUT OPERACIONAL,"FUNCIONÁRIO AO MANOBRAR O CAMINHÃO POLIGUINDASTE  PARA RETIRAR UMA CAIXA DE RESÍDUO NA TORRE DE RESFRIAMENTO (JXTA02) VEIO A COLIDIR O RETROVISOR EM UMA VIGA, SOMENTE QUEBRANDO O VIDRO DO ESPELHO RETROVISOR.  ",1,2020-02-20 14:00:00
277646,216314,DD13,ALUMINA,ÓXIDO,3MO001 - FCA - MANUT OPERACIONAL,"Após finalizar a retirada dos parafusos, o empregado iniciou a retirada da válvula da linha, quando houve uma pequena projeção de licor cáustico de baixa temperatura (soda fraca) nas pernas do empregado.",3,2019-01-19 11:00:00
230113,219375,DD13,ALUMINA,ÓXIDO,3MO001 - FCA - MANUT OPERACIONAL,"EMPREGADO REALIZAVA TRABALHO DE SOLDA NA TUBULAÇÃO DO TROCADOR DE CALOR MXHE07B, QUANDO FOI ATINGIDO POR PEQUENA PROJEÇÃO DE MATERIAL CÁUSTICO ORIUNDO DA ALIMENTAÇÃO DE PASTA DA BATERIA B.",2,2019-01-18 11:20:00
246583,219375,DD13,ALUMINA,SUPORTE,1CD001 - FCA ALUMNA - CALDEIRA OLEO,"Durante a rota de inspeção, o operador identificou um vazamento de óleo de pequena proporção, devido a uma trinca na bacia de contenção de  (aproximadamente 80L)no entanto não foi para solo e nem atingiu redes de esgoto ou pluviais, até mesmo por conta da densidade, ficou alocado na calçada.",2,2019-01-29 08:26:00
181981,105774,DD13,ALUMINA,SUPORTE,1CD001 - FCA ALUMNA - CALDEIRA OLEO,"O motorista da carreta de soda cáustica, ao manobrar a carreta para iniciar o descarregamento colidiu com o guarda corpo. ",2,2019-01-12 17:30:00
172112,250875,DD13,ALUMINA,SUPORTE,1CD001 - FCA ALUMNA - CALDEIRA OLEO,"Vazamento de pequena proporção de soda cáustica fora da bacia de contenção, atingindo a galeria de efluentes.",3,2019-01-04 05:26:00
268884,255351,DD13,ALUMINA,SUPORTE,1CD002 - FCA ALUMINA - CALDEIRA GAS,"VAZAMENTO DE ÁGUA CONTAMINADA COM ÓLEO DE PEQUENA PROPORÇÃO, FORA DA BACIA DE CONTENÇÃO DO TANGUE DE ÓLEO DA CALDEIRA IV",2,2019-01-13 07:30:00
309212,214967,DD13,ALUMINA,SUPORTE,2EB001 - FCA - ELETR BRANCA,"AO DESLOCAR A PLATAFORMA ELEVATÓRIA O EMPREGADO PERCEBEU QUE A TAMPA DE CONCRETO CEDEU, IMEDIATAMENTE PARALISOU A ATIVIDADE E DESCEU DA PLATAFORMA ELEVATÓRIA.",1,2020-02-14 15:00:00
231366,214967,DD13,ALUMINA,SUPORTE,2EB001 - FCA - ELETR BRANCA,"DURANTE A REALIZAÇÃO DE INSPEÇÃO DE CAMPO, FOI CONSTATADO QUE A PONTE ROLANTE M4PRT01 ESTAVA COM O BATENTE DE FIM DE CURSO QUEBRADO E O EQUIPAMENTO ESTAVA INOPERANTE.",1,2019-01-18 14:00:00
278626,207162,DD13,ALUMINA,SUPORTE,2EV001 - FCA - ELETR VERMELHA,"Após a drenagem do sistema, o empregado realizava a retirada da válvula de controle da linha, quando houve um pequeno respingo de material residual no roupão impermeável do empregado.",1,2019-01-19 11:20:00
292922,214967,DD13,ALUMINA,SUPORTE,2MB001 - FCA - MANUT BRANCA,"Durante a manutenção do filtro disco, o empregado veio a ter contato com o eixo coletor que estava contaminado com substância cáustica.",2,2020-02-03 12:45:00
158508,221292,DD13,ALUMINA,SUPORTE,2MB001 - FCA - MANUT BRANCA,Ao realizar a movimentação da eclusa L6090 o empregado bateu o dedo contra a mesa da lança de descarga do Calcinador 6.,3,2019-01-23 15:05:00
255360,207162,DD13,ALUMINA,SUPORTE,2MV001 - FCA - MANUT VERMELHA,"Durante o transporte de uma válvula para a área externa da Oficina, o empregado raspou a torre da empilhadeira na estrutura inferior da porta.",1,2019-01-03 14:15:00
274502,216314,DD13,ALUMINA,SUPORTE,2MV001 - FCA - MANUT VERMELHA,Ao utilizar a monovia para retirada da bomba do poço de recuperação F1BC09 o cabo de aço sofreu avaria devido ao esforço excessivo causado pelo peso do material incrustado na bomba.,2,2019-01-17 15:30:00
227008,216314,DD13,FILIAL SOROCABA,FILIAL SOROCABA,1SO002 - SOR - SOROCABA CALDE,"Ao realizar grafitagem da borra de alumínio que fica presa na bacia houve projeção da mesma, atingindo a parte superior da coxa direita, ocasionando a lesão.",2,2019-01-13 15:00:00
223471,243842,DD13,FILIAL SOROCABA,FILIAL SOROCABA,1SO002 - SOR - SOROCABA CALDE,"Manometro do sistema hidráulico da prensa rompeu, vindo a vazar pequena quantidade de óleo no piso e painel da máquina.",1,2019-01-12 01:00:00
184510,216314,DD13,FILIAL SOROCABA,FILIAL SOROCABA,1SO002 - SOR - SOROCABA CALDE,"Funcionário estava preparando a peça para ser soldada, no momento em que se deslocou sentido a bancada, tropeçou no cabo da tocha quase caindo.",4,2019-01-14 15:00:00
163407,249651,DD13,FILIAL SOROCABA,FILIAL SOROCABA,1SO002 - SOR - SOROCABA CALDE,"Ao realizar a retirada do parafuso do conjunto de peças com chave pancada, foi utilizado uma barra de tubo como extensor, no momento em que os funcionários aplicaram uma força o tubo veio a se soltar da chave. 
Onde os funcionários vieram a cair de joelhos.
",3,2019-01-26 11:40:00
98735,221292,DD13,FILIAL SOROCABA,FILIAL SOROCABA,2SO001 - FCA - SOROCABA MANUT,"O EMPREGADO DESLOCOU ATÉ A CAIXA DE FERRAMENTA PARA PEGAR UM SARGENTO, AO RETORNAR PARA A BANCADA DE TRABALHO, ENROSCOU O PÉ NO CABO ELÉTRICO DE ALIMENTAÇÃO DA MÁQUINA, ONDE SE DESEQUILIBROU E TORCEU O TORNOZELO DO PÉ DIREITO, GERANDO A LESÃO.",4,2019-01-06 15:00:00
193355,197014,DD13,FILIAL SOROCABA,FILIAL SOROCABA,3SO001 - FCA - SOROCABA ADM,Ao fazer o içamento do bag de insumo de varrição a barra de sustentação do bag quebrou vindo a cair.,1,2019-01-22 15:00:00
207742,219195,DD13,FILIAL SOROCABA,FILIAL SOROCABA,3SO001 - FCA - SOROCABA ADM,"Empilhadeira H01 ao transitar pela area de Usinagem, o cilindro de gas glp P20 reserva, apresentou vazamento na conexão da mangueira com o cilindro.",4,2019-01-31 15:30:00
